	GSM2358163	GSM2358164	GSM2358165	GSM2358166	GSM2358167	GSM2358168	GSM2358169	GSM2358170	GSM2358171	GSM2358172	GSM2358173	GSM2358174	GSM2358175	GSM2358176	GSM2358177	GSM2358178	GSM2358179
LYPD9P	2	4	2	5	0	0	1	0	0	1	3	0	7	12	3	3	0
EIF2S2P2	1	1	0	0	0	0	2	0	0	1	0	1	0	2	0	1	0
PPIAP9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
SKP1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARK2P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCO3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229711	0	0	0	1	1	0	0	1	2	0	1	0	1	1	1	0	2
LCEP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF90P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1DP3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	6	0	1
RPL23AP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229717	5	1	1	2	2	2	8	4	5	6	6	5	8	0	3	3	1
MIR194-2HG	49	39	18	26	36	35	49	40	66	74	72	76	15	26	19	31	22
ENSG00000229720	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000229721	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000229722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01054	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0
OR2AQ1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229727	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ENSG00000229728	4	0	1	4	0	2	5	1	2	1	0	2	2	1	0	1	0
ENSG00000229730	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000229731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTLP16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM183AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDC-AS1	16	21	10	12	8	29	13	4	18	11	13	15	16	13	15	3	6
ENSG00000229740	7	6	5	12	18	15	7	6	12	33	36	33	1	2	7	19	24
BTNL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHDP5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
BPY2DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COTL1P1	1	0	1	0	0	0	0	2	1	3	2	0	1	0	0	0	0
ENSG00000229750	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000229751	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0
RPL7P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27AP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL31P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RPL7AP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNLT3P2	0	3	0	3	1	0	0	1	0	1	2	1	3	0	1	0	0
MRPS18AP1	0	3	0	0	0	0	0	1	3	1	1	1	5	0	0	0	0
MTCO1P52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS20P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229765	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMX4-AS1	2	4	5	0	0	0	2	8	4	2	1	2	12	5	2	1	0
DDR1	0	0	0	1	1	1	2	0	0	0	0	3	0	0	0	0	3
TRBV10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229771	1	2	1	0	0	0	1	2	3	0	1	1	0	0	1	0	3
LINC01623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229774	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
LINC02624	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
C4B-AS1	120	140	40	40	40	0	285	291	273	340	337	358	81	200	162	201	161
ENSG00000229779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2Q1-AS1	0	1	0	0	0	1	0	1	3	1	2	1	3	1	1	0	0
RRN3P4	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
SPNS2-AS1	1	1	1	0	3	5	1	1	0	0	2	2	0	0	0	3	1
SLC25A38P1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SNRPFP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229791	0	2	2	1	2	0	3	6	4	5	6	2	0	6	1	0	2
LINC00399	2	4	2	1	0	0	2	1	0	1	3	3	8	4	2	0	0
MTCYBP32	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RPS21P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229797	2	0	0	1	0	0	2	0	1	1	1	2	0	1	0	3	2
KRT18P26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP8A2P2	0	3	0	0	1	0	1	0	0	0	0	0	1	1	0	1	2
SLC39A7	568	429	390	482	487	640	391	336	369	462	511	570	666	483	487	624	594
LINC01813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS15P5	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
XIST	6539	4725	2465	3382	3802	3903	1	3	2	4	1	1	6213	5821	4634	4020	4264
ENSG00000229808	7	6	7	9	0	6	8	8	16	12	7	11	13	8	12	8	5
ZNF688	47	49	47	70	45	69	27	23	38	42	31	50	30	41	30	40	51
RPL35AP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNB1IP1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX50P1	1	6	6	1	6	6	7	2	6	6	9	6	4	3	2	4	4
ENSG00000229817	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229820	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229821	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS15AP39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229823	5	5	6	0	0	0	0	0	1	0	0	0	2	0	0	3	0
RPL12P34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229827	1	2	1	2	0	0	4	2	3	2	2	1	2	2	0	0	1
PDE4DIPP1	1	0	0	0	1	2	0	0	0	1	0	2	0	1	0	0	0
DUTP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229832	1	1	2	0	1	0	1	0	1	1	1	1	2	0	0	1	0
PET100	292	261	250	197	237	229	242	239	343	268	310	351	300	239	218	294	276
ENSG00000229834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KHSRPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229839	0	2	1	2	1	0	4	0	3	2	2	1	0	2	0	5	3
ISCA1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTATP6P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000229846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMX2OS	7	3	0	3	1	1	6	4	5	3	16	12	4	7	5	3	5
ENSG00000229848	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2
PYHIN5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSD-AS1	0	4	0	0	0	0	0	0	3	4	0	0	0	28	0	0	0
KHDC1-AS1	14	9	3	4	7	7	9	7	12	20	21	12	9	7	4	3	5
ENSG00000229853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229855	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
CYP21A1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGA3	0	0	0	0	3	0	1	0	2	3	5	3	4	4	0	1	8
MRPS18B	15	6	3	16	2	11	11	12	10	1	14	7	22	10	31	10	5
EEF1A1-AS1	2	0	0	1	0	0	2	0	0	1	2	0	0	0	1	0	0
ENSG00000229863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL31P54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP3-AS1	51	58	36	26	46	37	74	67	48	23	40	27	70	56	45	35	38
LARP4B-DT	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0
RPL21P89	0	2	0	2	1	0	0	1	1	1	0	1	2	1	0	2	0
RPSAP20	0	2	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0
OGFR-AS1	21	12	13	12	16	8	10	13	7	20	13	24	4	7	5	15	11
EIF1P1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CASC20	2	0	0	0	0	0	2	2	1	0	0	0	0	2	0	2	0
PAICSP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229878	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IMMTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229886	1	1	2	0	4	0	0	3	0	1	2	0	5	3	1	2	1
HNRNPA1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1LP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01315	3	4	0	1	2	3	0	0	0	0	2	0	5	3	0	0	1
ENSG00000229892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX1BP1-AS1	0	0	0	0	1	5	0	0	0	0	0	0	0	1	0	0	0
GK3P	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	0
ENSG00000229896	6	1	5	3	2	0	17	13	14	4	5	2	16	9	3	4	2
SEPTIN7P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZDHHC20P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPD1P21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO6-AS1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
TSBP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229905	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0
SNRPGP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DEFB108A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229912	4	2	2	0	0	0	2	2	0	0	0	0	13	8	8	1	1
ENSG00000229913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229915	1	1	0	1	0	0	0	0	0	1	0	0	1	2	0	1	0
RPL7P46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DOCK9-AS1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
ELOCP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS4XP5	1	3	4	10	1	12	2	2	3	5	3	2	0	0	2	2	6
KIF25-AS1	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	2
LINC02865	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0
ENSG00000229923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A26	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
ENSG00000229925	3	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0
IL9RP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHEBP1	87	147	75	137	122	51	68	72	94	60	135	146	92	58	93	154	135
LINC00400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM39	3	0	14	1	1	3	24	17	23	36	28	19	26	28	12	26	12
ENSG00000229930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN1-AS1	48	44	29	56	58	38	36	38	30	54	75	49	20	17	14	49	37
YWHAZP3	1	1	0	0	2	0	0	0	1	0	0	1	0	0	0	1	1
MTCYBP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPS1L1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MYO16-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY22P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE11A-AS1	8	4	0	5	7	15	8	11	35	79	88	83	0	2	1	38	16
IFITM4P	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4EP2	0	20	0	1	0	12	17	15	0	0	0	0	0	39	0	0	0
B3GNT2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GALNT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000229949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2A-AS1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0
FOSL2-AS1	2	0	0	0	0	0	5	0	0	0	3	0	5	8	3	0	0
ENSG00000229953	4	3	5	2	9	14	6	3	2	7	3	5	8	4	9	7	4
MTND2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229955	0	1	1	0	1	0	0	0	1	1	0	0	1	0	2	0	1
ZRANB2-DT	9	8	5	7	3	12	12	5	16	8	10	15	6	10	5	12	9
ENSG00000229957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-K	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229961	3	0	0	0	0	0	3	1	0	2	3	2	0	2	0	4	2
ENSG00000229962	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000229964	0	0	2	2	1	0	2	2	2	5	6	3	0	0	0	1	1
RPS3AP7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229970	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF3	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
LIPT1P1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000229976	2	1	0	1	0	0	2	1	0	1	0	1	0	0	0	2	6
ENSG00000229977	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
HMGN2P48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOB1-AS1	23	17	15	26	23	32	27	18	25	36	39	43	27	15	24	29	20
LINC01435	0	2	0	2	0	0	0	0	1	0	2	3	0	0	0	2	1
GTF3AP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229983	1	0	0	0	0	0	0	1	0	1	1	3	0	0	0	2	0
ENSG00000229985	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229986	1	2	2	0	0	0	0	1	1	0	2	2	2	0	1	0	2
HBBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR181A1HG	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0
ENSG00000229990	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
AKR1B1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPL5P4	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0
MICG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229996	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PPP1R18	109	49	68	52	85	60	30	72	30	48	27	41	0	4	23	2	0
SGSM3-AS1	2	1	0	1	1	0	0	0	2	2	0	2	1	1	3	1	0
ENSG00000230000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000230001	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ALMS1-IT1	8	3	1	2	0	10	7	10	9	2	3	0	7	4	7	2	1
ENSG00000230003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCG14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SNAP47-AS1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ANKRD36BP2	29	7	8	12	5	23	27	18	15	8	8	14	42	30	3	24	40
MTCO2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230010	7	5	2	5	4	0	6	6	6	3	8	6	2	6	2	2	3
CTSLP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTATSF1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT70	8	4	0	2	4	7	6	7	9	13	10	4	1	9	5	4	4
LINC00709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230015	0	0	0	0	0	0	5	1	1	2	4	0	0	0	0	0	0
DHFRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-F-AS1	0	0	1	1	1	1	4	5	4	3	5	13	1	2	3	1	2
PPIAP39	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
YWHAQP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHS-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230021	19	5	2	4	11	2	6	3	8	8	5	4	12	1	9	3	3
FNTAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC02800	2	1	2	0	0	0	0	4	0	1	1	1	1	1	1	0	4
ENSG00000230025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230026	1	1	0	0	1	0	0	0	0	2	1	2	1	0	0	0	1
ENSG00000230027	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
CDY11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230033	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB8	3	1	7	1	1	0	259	236	330	448	387	548	3	1	0	1	1
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBBP1	1	2	2	0	0	0	1	0	0	0	1	0	1	0	0	2	1
CCNYL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00364	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
AK3P3	1	3	0	0	1	0	0	0	4	6	4	4	1	1	2	0	1
TMSB4XP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK8P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC6-AS1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HIGD2AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA7	6	4	2	12	15	13	3	2	4	11	8	11	3	2	6	13	20
ENSG00000230051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX53	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2
DDX6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPIG6B	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TRPM2-AS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230064	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000230065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
HSPD1P6	4	1	1	0	1	0	2	0	0	1	0	1	0	0	2	3	0
CDC42-IT1	2	0	1	1	0	0	2	0	1	2	2	0	2	0	0	0	0
LRRC37A15P	0	4	5	1	2	0	3	3	3	4	3	0	0	0	1	2	0
RPL4P6	3	13	4	11	6	2	7	7	4	3	3	2	12	2	5	5	7
SFTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230074	53	45	33	51	46	44	70	73	62	71	61	48	60	47	48	54	71
C4A-AS1	32	4	41	58	45	96	0	0	0	0	0	0	227	154	91	78	61
RPL10P6	68	45	48	69	72	126	0	0	0	0	0	0	28	6	13	19	4
MTAPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK24P1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000230080	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPE1P28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRT3-AS1	11	21	8	10	6	11	11	8	10	2	8	3	9	5	8	9	8
ENSG00000230083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB47-AS1	23	22	8	15	21	17	16	22	20	13	38	25	26	21	11	15	15
VN1R96P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT16P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230090	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TMEM254-AS1	45	29	20	21	10	30	43	31	50	29	30	49	86	53	52	54	28
ENSG00000230092	18	2	2	3	3	1	4	2	4	2	3	5	4	9	9	10	2
ENSG00000230096	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0
ME2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1L-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02028	23	19	6	10	8	5	18	18	4	15	10	14	12	11	16	15	9
ENSG00000230104	1	5	1	2	1	0	1	0	0	1	0	0	2	0	0	0	1
ENSG00000230105	0	3	1	0	0	1	1	0	0	3	0	0	0	2	1	0	1
SNRPCP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TNF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02643	2	1	0	1	0	0	0	2	0	0	1	0	1	0	0	1	0
H3P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230113	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TPRG1-AS2	4	2	3	3	2	3	6	5	4	6	9	12	4	6	0	2	0
RPS3AP11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000230118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECEL1P3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
